b04a641d,"Mapped ""{[/api/feign/logins/all-with-info-of-last-auth-date],methods=[GET]}"" onto java.util.Map<java.lang.String, java.util.Date> ru.nextbi.one.core_auth_service.controller.FeignController.getAllUsersWithInfoOfLastAuthTime()",9,0
6cfaa2c1,"Mapped <*> onto public java.util.Map<java.lang.String, java.lang.String> <*>",18,0
06a018a2,"Mapped <*> onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, <*> <*>",133,0
8f803e4b,Exposing 2 endpoint(s) beneath base path '/actuator',115,0
7fd77ca5,"Mapped <*> || application/json]}"" onto public java.lang.Object org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler.handle(javax.servlet.http.HttpServletRequest,java.util.Map<java.lang.String, java.lang.String>)",230,0
3eb22a9d,"Mapped ""{[/actuator],methods=[GET],produces=[application/vnd.spring-boot.actuator.v2+json || application/json]}"" onto protected java.util.Map<java.lang.String, java.util.Map<java.lang.String, org.springframework.boot.actuate.endpoint.web.Link>> org.springframework.boot.actuate.endpoint.web.servlet.WebMvcEndpointHandlerMapping.links(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)",115,0
db2b2550,"Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]",99,0
b3f23e19,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3cf7298d, org.springframework.security.web.context.SecurityContextPersistenceFilter@65b66b08, org.springframework.security.web.header.HeaderWriterFilter@5918c260, org.springframework.security.web.authentication.logout.LogoutFilter@61dde151, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@59c33386, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7eb6b6b6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5b275174, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1ff55ff, org.springframework.security.web.session.SessionManagementFilter@51ce6f85, org.springframework.security.web.access.ExceptionTranslationFilter@701bc94e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3fc05ea2]",1,0
d5ecbdba,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6ab7ce48, org.springframework.security.web.context.SecurityContextPersistenceFilter@148c7c4b, org.springframework.security.web.header.HeaderWriterFilter@6642dc5a, org.springframework.security.web.authentication.logout.LogoutFilter@39ad12b6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2009f9b0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@50d951e7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2c6aed22, org.springframework.security.web.session.SessionManagementFilter@43da41e, org.springframework.security.web.access.ExceptionTranslationFilter@2a03d65c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2acbc859]",1,0
d7e67dc1,Starting with epoll library,86,0
5f1ffab0,Starting without optional <*> library,116,0
1754f47b,Mapped URL path <*> onto handler of type [class <*>,502,0
0f077328,Looking for @ControllerAdvice: <*> startup date <*> <*> <*> <*> GMT 2018]; parent: <*>,88,0
55b75ed2,Channel <*> has <*> subscriber(s).,338,0
b30b465d,Registering beans for JMX exposure on startup,142,0
30bd2006,Bean with name <*> has been autodetected for JMX exposure,412,0
8f677c30,Located managed bean <*> registering with JMX server as MBean <*>,756,0
1c753d6b,Located MBean <*> registering with JMX server as MBean <*>,54,0
1cfeee76,Registering MessageChannel <*>,276,0
2c579e32,Registering MessageHandler <*>,115,0
834962e3,Starting beans in phase <*>,356,0
b379d002,Attempting to connect to: <*>,1892,0
98a2aec4,Created new connection: <*> <*> localPort= <*>,144,0
307a3fbb,Setting initial instance status as: STARTING,127,0
9dd0993a,Initializing Eureka in region us-east-1,73,0
c542c29c,Using JSON <*> codec LegacyJacksonJson,168,0
1baf5d9d,Using XML <*> codec XStreamXml,168,0
538c50ab,Disable delta property : false,75,0
193cba32,Single vip registry refresh property : null,75,0
bccfeea4,Force full registry fetch : false,75,0
2c21e6bc,Application is null : false,75,0
e155cc29,Registered Applications size is zero : true,75,0
7956ed92,Application version is -1: <*>,75,0
4d2fc05e,Getting all instance registry info from the eureka server,75,0
2130e650,The response status is 200,74,0
9e2ac130,Starting heartbeat executor: renew interval is: 30,58,0
b0600ec0,InstanceInfoReplicator onDemand update allowed rate per min is 4,58,0
08fa79e4,Discovery Client initialized at timestamp <*> with initial instances count: <*>,73,0
bb32af00,Registering application <*> with eureka with status UP,73,0
28ddf741,Adding <*> as a subscriber to the <*> channel,74,0
d0b02f8e,started <*>,114,0
e67f3bdc,declaring queue for inbound: <*> bound to: <*>,40,0
cbc76583,Context refreshed,59,0
caf7c7b8,Found 1 custom documentation plugin(s),59,0
7e616b81,Scanning for api listing references,59,0
6a60802a,Generating unique operation named: <*>,1142,0
5588b97e,Starting ProtocolHandler <*>,72,0
a827d1c6,Using a shared selector for servlet write/read,72,0
77f15816,Tomcat started on port(s): <*> (http) with context path '',72,0
088bd7a6,Updating port to <*>,72,0
fcd9721b,Started <*> in <*> seconds (JVM running for <*>,73,0
9790213c,FrameworkServlet 'dispatcherServlet': initialization started,55,0
741266be,FrameworkServlet 'dispatcherServlet': initialization completed in <*> ms,55,0
f0b6f255,Request execution error,64,0
01da28fb,Request execution failed with message: <*> <*> <*> <*>,23,1
f29f0355,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@27a97e08, org.springframework.security.web.context.SecurityContextPersistenceFilter@6ae3fb94, org.springframework.security.web.header.HeaderWriterFilter@67594471, org.springframework.security.web.authentication.logout.LogoutFilter@96a75da, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@25e49cb2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@d48673, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@58516c91, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@77e7246b, org.springframework.security.web.session.SessionManagementFilter@2cc04358, org.springframework.security.web.access.ExceptionTranslationFilter@2e3f79a2, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@379ce046]",2,0
8e583de4,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@719d35e8, org.springframework.security.web.context.SecurityContextPersistenceFilter@4726927c, org.springframework.security.web.header.HeaderWriterFilter@5017e1, org.springframework.security.web.authentication.logout.LogoutFilter@28e19366, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7eb6b6b6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7ed9499e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2f651f93, org.springframework.security.web.session.SessionManagementFilter@65b66b08, org.springframework.security.web.access.ExceptionTranslationFilter@1f44ddab, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@571a9686]",2,0
656a8c0a,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@96a75da, org.springframework.security.web.context.SecurityContextPersistenceFilter@4b1a43d8, org.springframework.security.web.header.HeaderWriterFilter@263bbfeb, org.springframework.security.web.authentication.logout.LogoutFilter@2e3f79a2, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@327ed9f5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@73545b80, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2ff15f8c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@61e7bf2f, org.springframework.security.web.session.SessionManagementFilter@67d86804, org.springframework.security.web.access.ExceptionTranslationFilter@6ec65b5e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7c129ef6]",1,0
57f46768,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3d7b1f1c, org.springframework.security.web.context.SecurityContextPersistenceFilter@554cd74a, org.springframework.security.web.header.HeaderWriterFilter@7c551ad4, org.springframework.security.web.authentication.logout.LogoutFilter@367d2816, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37ed010a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@633a2e99, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@51ce6f85, org.springframework.security.web.session.SessionManagementFilter@7d5508e0, org.springframework.security.web.access.ExceptionTranslationFilter@23382f76, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5918c260]",1,0
90d7d421,Request execution failed with message: org.apache.http.conn.ConnectTimeoutException: Connect to <*> timed out,7,1
8c1c1cf0,"org.springframework.messaging.MessagingException: Exception thrown while invoking ru.nextbi.one.core_auth_service.service.data.InfoOfAccessObjectsReceiverImpl#deleteAccessObject[2 args]; nested exception is java.lang.NullPointerException, failedMessage=GenericMessage [payload=byte[38], headers={amqp_receivedDeliveryMode=PERSISTENT, amqp_receivedExchange=auth-service, <*> deliveryAttempt=3, amqp_consumerQueue=auth-service.input, amqp_redelivered=false, serviceName=dictionary-service, amqp_receivedRoutingKey=auth-service, notification=delete_object, <*> amqp_consumerTag=amq.ctag-bGBNYIedrN-4o_n-ydh8Dg, contentType=application/json, <*>",4,1
ebe354a3,"Retries exhausted for message <*> MessageProperties <*> <*> <*> contentType=application/octet-stream, contentLength=0, receivedDeliveryMode=PERSISTENT, priority=0, redelivered=false, <*> <*> <*> <*> <*>",313,0
8c73890e,Execution of Rabbit message listener failed.,313,1
c82561c3,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5918c260, org.springframework.security.web.context.SecurityContextPersistenceFilter@d48673, org.springframework.security.web.header.HeaderWriterFilter@2cc04358, org.springframework.security.web.authentication.logout.LogoutFilter@1a28b346, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@23382f76, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@21c7208d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@42d73c61, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d7b1f1c, org.springframework.security.web.session.SessionManagementFilter@45e22def, org.springframework.security.web.access.ExceptionTranslationFilter@38b5f25, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3d8b319e]",1,0
81183a09,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6ffa56fa, org.springframework.security.web.context.SecurityContextPersistenceFilter@7ed9499e, org.springframework.security.web.header.HeaderWriterFilter@4726927c, org.springframework.security.web.authentication.logout.LogoutFilter@10ef5fa0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@28e19366, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5b275174, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6c575325, org.springframework.security.web.session.SessionManagementFilter@7eb6b6b6, org.springframework.security.web.access.ExceptionTranslationFilter@65b66b08, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2f651f93]",1,0
847011e5,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3fc05ea2, org.springframework.security.web.context.SecurityContextPersistenceFilter@51ce6f85, org.springframework.security.web.header.HeaderWriterFilter@3d8b319e, org.springframework.security.web.authentication.logout.LogoutFilter@10ef5fa0, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@61dde151, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5017e1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7eb6b6b6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7c891ba7, org.springframework.security.web.session.SessionManagementFilter@77e7246b, org.springframework.security.web.access.ExceptionTranslationFilter@5a82ebf8, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@188b6035]",1,0
2f074a0e,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7df76d99, org.springframework.security.web.context.SecurityContextPersistenceFilter@2a03d65c, org.springframework.security.web.header.HeaderWriterFilter@5496c165, org.springframework.security.web.authentication.logout.LogoutFilter@148c7c4b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6642dc5a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43da41e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@459cfcca, org.springframework.security.web.session.SessionManagementFilter@51a8313b, org.springframework.security.web.access.ExceptionTranslationFilter@351f2244, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@588307f7]",1,0
0b57c68f,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@701bc94e, org.springframework.security.web.context.SecurityContextPersistenceFilter@68b58644, org.springframework.security.web.header.HeaderWriterFilter@38b5f25, org.springframework.security.web.authentication.logout.LogoutFilter@42d73c61, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@61e7bf2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ae3fb94, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@548d5ed3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d8b319e, org.springframework.security.web.session.SessionManagementFilter@67594471, org.springframework.security.web.access.ExceptionTranslationFilter@2776015d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5a82ebf8]",1,0
b9f8db32,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@59c33386, org.springframework.security.web.context.SecurityContextPersistenceFilter@5017e1, org.springframework.security.web.header.HeaderWriterFilter@51ce6f85, org.springframework.security.web.authentication.logout.LogoutFilter@7eb6b6b6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@65b66b08, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4726927c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@571a9686, org.springframework.security.web.session.SessionManagementFilter@1f44ddab, org.springframework.security.web.access.ExceptionTranslationFilter@3d7b1f1c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5cb042da]",1,0
049585ed,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5b275174, org.springframework.security.web.context.SecurityContextPersistenceFilter@25e49cb2, org.springframework.security.web.header.HeaderWriterFilter@42d73c61, org.springframework.security.web.authentication.logout.LogoutFilter@5b84f14, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@379ce046, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23382f76, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@554cd74a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@10ef5fa0, org.springframework.security.web.session.SessionManagementFilter@96a75da, org.springframework.security.web.access.ExceptionTranslationFilter@548d5ed3, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7eb6b6b6]",1,0
39afdb32,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6240651f, org.springframework.security.web.context.SecurityContextPersistenceFilter@571a9686, org.springframework.security.web.header.HeaderWriterFilter@5cb042da, org.springframework.security.web.authentication.logout.LogoutFilter@6ffa56fa, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@719d35e8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f651f93, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3cf7298d, org.springframework.security.web.session.SessionManagementFilter@59c33386, org.springframework.security.web.access.ExceptionTranslationFilter@b25b095, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7c891ba7]",1,0
2f639650,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/api/feign/**'], Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@50d951e7, org.springframework.security.web.context.SecurityContextPersistenceFilter@b25b095, org.springframework.security.web.header.HeaderWriterFilter@5b275174, org.springframework.security.web.authentication.logout.LogoutFilter@736309a9, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4a34e9f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59c33386, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f651f93, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@39ad12b6, org.springframework.security.web.session.SessionManagementFilter@244e619a, org.springframework.security.web.access.ExceptionTranslationFilter@4726927c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@43da41e]",1,0
f46cd277,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@52cb4f50, org.springframework.security.web.context.SecurityContextPersistenceFilter@7df76d99, org.springframework.security.web.header.HeaderWriterFilter@61d34b4, org.springframework.security.web.authentication.logout.LogoutFilter@6ab7ce48, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@459cfcca, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2acbc859, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@25a5c7db, org.springframework.security.web.session.SessionManagementFilter@588307f7, org.springframework.security.web.access.ExceptionTranslationFilter@6aba5d30, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@719bb3b4]",1,0
cf2cdf91,"<*> current <*> <*> total, <*> closed abnormally <*> connect failure, 0 send limit, <*> transport error)], stompSubProtocol[processed <*> stompBrokerRelay[null], inboundChannel[pool size = <*> active threads = 0, queued tasks = 0, completed tasks = <*> outboundChannelpool size = <*> active threads = 0, queued tasks = 0, completed tasks = <*> sockJsScheduler[pool size = <*> active threads = 1, queued tasks = <*> completed tasks = <*>",207,0
4ce5964b,"Запрос <*> не соответветствует шаблону ^^\/(zuul\/)?([a-z]+-){1,}service\/((api\/)|(swagger)|(v2\/)|(.+\.)).* и будет перенаправлен на /",127,1
f132e497,Error during filtering,719,0
7bdd7f32,I/O exception (java.net.NoRouteToHostException) caught when processing request to <*> Host is unreachable (Host unreachable),80,1
5972a92d,Retrying request to <*>,80,0
11b2dcbe,Error while sending response to client: java.io.IOException: Connection reset by peer,116,0
ce59e20a,No route found for uri: <*>,65,0
351c05eb,Error while sending response to client: java.io.IOException: Broken pipe,6,1
23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,96,0
974fbb78,Filter threw Exception,10,1
2527c751,Shutting down the Executor Pool for PollingServerListUpdater,42,0
d7ed124f,Stopping...,10,0
83bf0dba,"BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]",10,0
d223fbbd,Stopped.,10,0
6c4d9db6,Removing <*> as a subscriber to the <*> channel,54,0
43709388,stopped <*>,69,0
d5850839,Stopping filter initializer,5,0
f9f26692,Unregistering JMX-exposed beans on shutdown,104,0
a9df3909,Unregistering JMX-exposed beans,104,0
caec5d2f,Summary on shutdown: <*>,240,0
a0614138,Shutting down <*> <*>,192,0
4adbfb98,Shutdown hook <*> for: <*>,151,0
d7b6168b,Exception caught (might be ok if at shutdown),69,0
a3f39ac2,Closing JPA EntityManagerFactory for persistence unit 'default',46,0
17ed40fc,Invocation of destroy method failed on bean with name 'scopedTarget.eurekaClient': org.springframework.beans.factory.BeanCreationNotAllowedException: Error creating bean with name 'eurekaInstanceConfigBean': Singleton bean creation not allowed while singletons of this factory are in destruction (Do not request a bean from a BeanFactory in a destroy method implementation!),12,0
6a4386af,Shutdown <*>,96,0
80b26a65,Flipping property: <*> to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647,245,0
b471ffe3,"Client: <*> instantiated a LoadBalancer: <*> list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null",82,0
2bc604ec,Using serverListUpdater PollingServerListUpdater,82,0
ef69bee2,DynamicServerListLoadBalancer for client <*> initialized: <*> list of <*> balancer stats=Zone stats: {defaultzone=[Zone:defaultzone; Instance count:1; Active connections count: 0; Circuit breaker tripped count: 0; Active connections per server: 0.0;],81,0
db1556e8,Servlet.service() for servlet [dispatcherServlet] threw exception,1,0
9dd2f4ad,Failure while trying to resolve exception [org.springframework.web.HttpMediaTypeNotAcceptableException],3,0
9e9c4f66,Could not safely identify store assignment for repository candidate interface <*>,984,0
b2d93328,Overriding bean definition for bean 'counterFactory' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.cloud.netflix.zuul.ZuulServerAutoConfiguration$ZuulMetricsConfiguration; factoryMethodName=counterFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/cloud/netflix/zuul/ZuulServerAutoConfiguration$ZuulMetricsConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.cloud.netflix.zuul.ZuulServerAutoConfiguration$ZuulCounterFactoryConfiguration; factoryMethodName=counterFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/cloud/netflix/zuul/ZuulServerAutoConfiguration$ZuulCounterFactoryConfiguration.class]],62,0
63b794c3,Driver does not support get/set network timeout for connections. (Method org.postgresql.jdbc.PgConnection.getNetworkTimeout() is not yet implemented.),132,0
62eba25e,"Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/actuator/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6ba7383d, org.springframework.security.web.context.SecurityContextPersistenceFilter@150ede8b, org.springframework.security.web.header.HeaderWriterFilter@27b45ea, org.springframework.security.web.authentication.logout.LogoutFilter@2f61d591, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@72456279, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3e15bb06, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@69228e85, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3419e23b, org.springframework.security.web.session.SessionManagementFilter@790a251b, org.springframework.security.web.access.ExceptionTranslationFilter@7487b142, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@43d38654]",1,0
